provider,function,memory,parameter,timestamp,duration,status,id,billed_duration,billed_units,cost,extra
IBM,matrix128,128,900,2018-04-24T16:59:49Z,4483,0,6f8ab43e571242a38ab43e571272a39d,4500,0,9.56E-06,{}
IBM,matrix128,128,1000,2018-04-24T16:59:54Z,6449,0,a2e08f06178f4bcca08f06178f7bcc55,6500,0,1.38E-05,{}
IBM,matrix256,256,100,2018-04-24T17:00:35Z,23,0,c365a1932fce4d4ea5a1932fcecd4eb3,100,0,4.25E-07,{}
IBM,matrix256,256,200,2018-04-24T17:00:36Z,77,0,7cd285d84fe848719285d84fe8287176,100,0,4.25E-07,{}
IBM,matrix256,256,300,2018-04-24T17:00:37Z,171,0,96fdb4f001324aefbdb4f00132caefad,200,0,8.50E-07,{}
IBM,matrix256,256,400,2018-04-24T17:00:39Z,349,0,5e76de46072e4d7db6de46072edd7d54,400,0,1.70E-06,{}
IBM,matrix256,256,500,2018-04-24T17:00:41Z,656,0,a628e67519164e31a8e67519164e31e6,700,0,2.98E-06,{}
IBM,matrix256,256,600,2018-04-24T17:00:42Z,1427,0,a99bed556f02496d9bed556f02496d9c,1500,0,6.38E-06,{}
IBM,matrix256,256,700,2018-04-24T17:00:45Z,2107,0,e64143146b7d41e58143146b7d81e5d0,2200,0,9.35E-06,{}
IBM,matrix256,256,800,2018-04-24T17:00:49Z,2994,0,8979eb64778a4303b9eb64778aa3035c,3000,0,1.28E-05,{}
IBM,matrix256,256,900,2018-04-24T17:00:53Z,4513,0,942070f7b03e4b8ba070f7b03ebb8b7f,4600,1,1.96E-05,{}
IBM,matrix256,256,1000,2018-04-24T17:00:59Z,6773,0,c1a63e929c484c8ca63e929c486c8c0a,6800,1,2.89E-05,{}
IBM,matrix512,512,100,2018-04-24T17:01:43Z,21,0,f214edd7902e450194edd7902e0501de,100,0,8.50E-07,{}
IBM,matrix512,512,200,2018-04-24T17:01:44Z,73,0,3e7cbed3b33e4292bcbed3b33e029250,100,0,8.50E-07,{}
IBM,matrix512,512,300,2018-04-24T17:01:46Z,218,0,216513ef50284b21a513ef5028db214a,300,0,2.55E-06,{}
IBM,matrix512,512,400,2018-04-24T17:01:47Z,336,0,89d271c1738848959271c17388989548,400,0,3.40E-06,{}
IBM,matrix512,512,500,2018-04-24T17:01:49Z,707,0,2f1298f1f2924df69298f1f2926df655,800,0,6.80E-06,{}
IBM,matrix512,512,600,2018-04-24T17:01:51Z,1413,0,6a689473eecf4d79a89473eecf9d794f,1500,0,1.28E-05,{}
IBM,matrix512,512,700,2018-04-24T17:01:55Z,2145,0,d46c6319b9654934ac6319b9655934a8,2200,1,1.87E-05,{}
IBM,matrix512,512,800,2018-04-24T17:01:58Z,2938,0,9694214e24ec42c394214e24ec62c38d,3000,1,2.55E-05,{}
IBM,matrix512,512,900,2018-04-24T17:02:03Z,5092,0,cb22969896464613a296989646a61321,5100,2,4.34E-05,{}
IBM,matrix512,512,1000,2018-04-24T17:02:09Z,7563,0,c511519775554fa29151977555efa26f,7600,3,6.46E-05,{}
IBM,matrix1024,1024,100,2018-04-24T17:03:02Z,21,0,47ea4034a1b647b0aa4034a1b607b062,100,0,1.70E-06,{}
IBM,matrix1024,1024,200,2018-04-24T17:03:03Z,70,0,04061b01bcf84878861b01bcf8a87853,100,0,1.70E-06,{}
IBM,matrix1024,1024,300,2018-04-24T17:03:04Z,224,0,1bf184720ff94bebb184720ff9cbeb33,300,0,5.10E-06,{}
IBM,matrix1024,1024,400,2018-04-24T17:03:05Z,327,0,cb9152a5d2ca46729152a5d2ca867272,400,0,6.80E-06,{}
IBM,matrix1024,1024,500,2018-04-24T17:03:07Z,694,0,e99355bb7ccd4a7d9355bb7ccdca7d40,700,0,1.19E-05,{}
